City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,port mathurin,-19.6833,63.4167,26.56,82,67,9.37,MU,1736277711
83,ponta delgada,37.7333,-25.6667,18.4,72,20,10.8,PT,1736277713
84,lompoc,34.6391,-120.4579,20.29,56,0,9.26,US,1736277714
85,newport,51.5877,-2.9984,3.08,87,3,4.94,GB,1736277605
86,baissa,7.2333,10.6333,26.53,19,100,1.15,NG,1736277716
87,dragor,55.5946,12.6664,4.01,75,75,9.77,DK,1736277717
88,lihue,21.9789,-159.3672,26.52,73,75,7.72,US,1736277718
89,bilibino,68.0546,166.4372,-38.81,97,60,0.66,RU,1736277719
90,inhambane,-23.865,35.3833,28.0,85,100,7.75,MZ,1736277721
91,lebu,-37.6167,-73.65,18.19,71,1,4.99,CL,1736277722
92,ugoofaaru,5.6667,73.0,27.63,74,29,4.01,MV,1736277723
93,vila franca do campo,37.7167,-25.4333,18.23,84,38,7.85,PT,1736277724
94,villa gesell,-37.2639,-56.973,21.95,59,5,8.71,AR,1736277473
95,portland,45.5234,-122.6762,8.67,70,75,5.81,US,1736277276
96,rocky mountain house,52.3668,-114.9188,-5.94,73,35,1.03,CA,1736277727
97,west island,-12.1568,96.8225,27.99,78,75,5.66,CC,1736277728
98,iqaluit,63.7506,-68.5145,-10.15,92,100,9.77,CA,1736277730
99,vilyuchinsk,52.9306,158.4028,-8.85,94,99,1.56,RU,1736277731
100,niederstetten,49.4,9.9194,3.6,75,40,6.17,DE,1736277732
101,olonkinbyen,70.9221,-8.7187,-3.97,61,38,8.12,SJ,1736277733
102,dzhalagash,45.0833,64.6667,-5.29,80,49,7.88,KZ,1736277734
103,uberaba,-19.7483,-47.9319,28.32,69,40,4.12,BR,1736277735
104,yatou,37.15,122.3833,-1.95,58,84,2.57,CN,1736277736
105,udachny,66.4167,112.4,-16.46,94,100,3.37,RU,1736277737
106,altai,46.3722,96.2583,-15.09,56,41,0.76,MN,1736277739
107,madang,-5.2246,145.7966,25.66,86,100,1.62,PG,1736277740
108,poronaysk,49.2167,143.1167,-3.39,91,100,12.76,RU,1736277741
109,kupang,-10.1667,123.5833,24.32,100,100,0.51,ID,1736277742
110,macon,39.8667,-88.9668,-4.86,74,100,6.17,US,1736277743
111,bodo,67.28,14.405,-5.98,53,100,12.35,NO,1736277585
112,dudinka,69.4058,86.1778,-17.05,90,71,8.68,RU,1736277570
113,college,64.8569,-147.8028,-4.19,83,100,4.63,US,1736277747
114,aral,40.5156,81.2636,-4.46,64,1,0.27,CN,1736277748
115,hamilton,39.1834,-84.5333,-1.86,75,100,3.09,US,1736277398
116,chonchi,-42.6128,-73.8092,22.01,52,45,0.67,CL,1736277750
117,saint-francois,46.4154,3.9054,6.69,83,100,1.54,FR,1736277752
118,aasiaat,68.7098,-52.8699,-10.19,95,100,3.35,GL,1736277753
119,sitka,57.0531,-135.33,6.94,87,100,1.54,US,1736277710
120,santa elena de uairen,4.6167,-61.1333,28.02,40,26,1.67,VE,1736277755
121,road town,18.4167,-64.6167,29.02,70,40,3.09,VG,1736277756
122,afaahiti,-17.75,-149.2833,25.7,75,96,3.28,PF,1736277757
123,nouadhibou,20.931,-17.0347,19.99,68,4,5.66,MR,1736277758
124,flying fish cove,-10.4217,105.6791,24.82,100,100,2.57,CX,1736277562
125,el granada,37.5027,-122.4694,17.11,40,40,7.2,US,1736277760
126,ingeniero guillermo n. juarez,-23.9,-61.85,38.99,18,100,2.11,AR,1736277762
127,pisco,-13.7,-76.2167,27.03,61,0,9.26,PE,1736277763
128,kalmunai,7.4167,81.8167,24.95,86,44,3.44,LK,1736277764
129,kerikeri,-35.2268,173.9474,17.73,81,19,1.34,NZ,1736277765
130,bredasdorp,-34.5322,20.0403,17.8,66,0,5.81,ZA,1736277766
131,rizhao,35.4275,119.4553,-0.45,40,0,3.8,CN,1736277768
132,lagunas,-5.2269,-75.6753,29.25,73,100,1.31,PE,1736277769
133,chibougamau,49.9168,-74.3659,-9.21,86,100,7.2,CA,1736277771
134,tazacorte,28.629,-17.9293,19.54,89,40,3.6,ES,1736277772
135,ar rass,25.8694,43.4973,10.55,62,0,5.94,SA,1736277773
136,la passe,45.5549,-0.8967,12.49,94,100,9.15,FR,1736277774
137,katsuura,35.1333,140.3,7.06,68,100,9.87,JP,1736277775
138,shenjiamen,29.9576,122.298,5.14,46,51,0.91,CN,1736277776
139,zhanibek,49.4167,46.85,-0.13,78,99,8.46,KZ,1736277777
140,acarau,-2.8856,-40.12,29.62,65,0,7.66,BR,1736277779
141,paranaiba,-19.6772,-51.1908,30.7,59,95,2.48,BR,1736277780
142,vadso,70.0744,29.7487,-4.91,93,100,8.23,NO,1736277781
143,arraial do cabo,-22.9661,-42.0278,27.98,83,40,5.66,BR,1736277782
144,vikhorevka,56.1201,101.1636,-20.96,99,96,1.47,RU,1736277783
145,kingston,17.997,-76.7936,31.53,58,40,4.63,JM,1736277665
146,pingyin,36.2831,116.4453,-0.64,31,0,2.44,CN,1736277785
147,sukumo,32.9333,132.7333,5.65,57,100,6.93,JP,1736277787
148,codrington,-38.2667,141.9667,10.62,95,0,3.91,AU,1736277788
149,prachin buri,14.0833,101.6667,20.02,53,0,1.86,TH,1736277789
150,pandan,14.0453,124.1694,25.07,89,100,9.25,PH,1736277790
151,port lincoln,-34.7333,135.8667,16.82,81,6,3.68,AU,1736277791
152,tolanaro,-25.0319,46.9987,28.04,78,0,11.83,MG,1736277792
153,faya-largeau,17.9257,19.1043,19.88,29,99,5.33,TD,1736277793
154,cockburn town,21.4612,-71.1419,25.32,81,75,2.98,TC,1736277794
155,holdrege,40.4403,-99.3698,-7.05,68,0,5.66,US,1736277684
156,port alfred,-33.5906,26.891,20.66,89,99,1.34,ZA,1736277797
157,qaqortoq,60.7167,-46.0333,-9.82,70,70,3.7,GL,1736277798
158,stanley,54.868,-1.6985,0.1,81,0,7.2,GB,1736277799
159,inari,68.906,27.0288,-19.65,100,100,0.68,FI,1736277800
160,westport,41.1415,-73.3579,1.27,49,0,7.6,US,1736277612
161,pacific grove,36.6177,-121.9166,17.45,37,0,2.06,US,1736277804
162,birjand,32.8663,59.2211,6.26,39,75,2.06,IR,1736277805
163,puerto baquerizo moreno,-0.9,-89.6,28.55,70,20,7.72,EC,1736277806
164,cidreira,-30.1811,-50.2056,22.65,67,39,4.66,BR,1736277808
165,penhalonga,-18.8911,32.6978,18.69,92,94,0.77,ZW,1736277809
166,oyem,1.5995,11.5793,23.92,72,73,1.57,GA,1736277811
167,yeniseysk,58.4497,92.1703,-13.8,99,100,0.74,RU,1736277812
168,dundaga,57.5167,22.35,2.63,93,100,4.17,LV,1736277813
169,puerto ayora,-0.7393,-90.3518,26.42,87,85,2.24,EC,1736277814
170,mount gambier,-37.8333,140.7667,10.09,94,6,2.74,AU,1736277815
171,concordia,-31.393,-58.0209,35.99,27,0,2.24,AR,1736277180
172,rongelap,11.1635,166.8941,27.33,74,99,9.87,MH,1736277819
173,selfoss,63.9331,-20.9971,-8.06,79,100,3.59,IS,1736277821
174,brynamman,51.8,-3.8667,1.97,88,6,1.75,GB,1736277822
175,aykhal,66.0,111.5,-18.56,94,100,4.55,RU,1736277823
176,kosterevo,55.9299,39.6144,1.0,99,100,3.0,RU,1736277824
177,vievis,54.7667,24.8,2.43,96,100,4.02,LT,1736277825
178,badger,64.8,-147.5333,-4.24,83,100,4.63,US,1736277827
179,hithadhoo,-0.6,73.0833,26.93,80,100,3.25,MV,1736277828
180,laojunmiao,39.8333,97.7333,-6.57,41,100,3.31,CN,1736277829
181,saudarkrokur,65.7461,-19.6394,-10.29,80,100,2.17,IS,1736277830
182,chongqing,29.5628,106.5528,7.18,100,100,3.0,CN,1736277479
183,yuli,9.6989,10.2744,24.65,20,94,2.92,NG,1736277733
184,joshimath,30.5667,79.5667,-0.3,27,0,5.14,IN,1736277833
185,inarajan village,13.2736,144.7484,26.54,88,100,5.78,GU,1736277834
186,freetown,8.484,-13.2299,26.26,77,93,3.45,SL,1736277835
187,island harbour,50.724,-1.2758,3.34,85,10,1.34,GB,1736277838
188,crane,31.3974,-102.3501,5.47,20,65,7.28,US,1736277839
189,chitipa,-9.7024,33.2697,18.81,93,91,0.92,MW,1736277840
190,alaghsas,17.0187,8.0168,21.51,18,100,4.81,NE,1736277841
191,kayyerkan,69.3786,87.7439,-15.98,86,91,9.29,RU,1736277842
192,belyy yar,53.6039,91.3903,-14.06,100,100,0.0,RU,1736277843
193,punta umbria,37.1821,-6.9661,12.91,73,100,3.1,ES,1736277845
194,kiiminki,65.1314,25.7974,-9.85,86,100,6.57,FI,1736277846
195,minzhu,43.7286,127.3447,-17.66,92,99,2.5,CN,1736277847
196,fortuna,40.5982,-124.1573,8.51,100,0,3.09,US,1736277848
197,zabol,32.25,67.25,0.91,50,11,2.36,AF,1736277849
198,namdrik,5.5994,168.1028,27.19,77,100,7.81,MH,1736277672
199,st. john's,47.5649,-52.7093,3.87,92,75,2.57,CA,1736277575
200,xiongzhou,25.1167,114.3,7.59,58,3,0.85,CN,1736277853
201,queenstown,-31.8976,26.8753,18.42,85,100,3.07,ZA,1736277854
202,minas de marcona,-15.2119,-75.1103,23.13,56,100,7.78,PE,1736277795
203,tura,25.5198,90.2201,13.86,89,23,0.94,IN,1736277856
204,port isabel,26.0734,-97.2086,12.23,75,100,8.23,US,1736277857
205,yaren,-0.5472,166.916,27.8,76,58,7.76,NR,1736277858
206,baardheere,2.3446,42.2764,29.31,32,91,3.01,SO,1736277859
207,lata,40.1629,-8.3327,11.65,91,100,3.14,PT,1736277860
208,saipan,15.1355,145.701,27.39,87,20,4.12,MP,1736277862
209,hammerfest,70.6634,23.6821,-8.75,73,0,2.57,NO,1736277863
210,taunggyi,20.7833,97.0333,11.39,90,0,1.65,MM,1736277864
211,khon kaen,16.5,102.0833,17.12,61,0,1.03,TH,1736277865
212,levuka,50.1834,-105.4011,-9.15,92,100,3.6,CA,1736277689
213,shimoda,34.6667,138.95,4.65,66,0,13.17,JP,1736277761
214,kuanda,56.3161,116.0806,-27.62,95,100,0.14,RU,1736277868
215,sola,-13.8833,167.55,27.83,76,99,3.12,VU,1736277870
216,tuy hoa,13.0833,109.3,19.37,91,33,1.59,VN,1736277871
217,beloyarskiy,63.7119,66.6722,-23.6,99,35,1.68,RU,1736277727
218,hailey,43.5196,-114.3153,-1.08,61,0,2.68,US,1736277873
219,punta arenas,-53.15,-70.9167,18.06,32,0,8.23,CL,1736277874
220,tomatlan,19.9333,-105.25,28.52,36,100,0.45,MX,1736277875
221,santa marta,11.2408,-74.199,34.03,69,20,3.09,CO,1736277599
222,san julian,21.0167,-102.1667,17.42,34,100,6.37,MX,1736277877
223,arteche,12.2645,125.4048,25.24,92,96,4.51,PH,1736277878
224,launceston,-41.45,147.1667,8.8,93,0,0.0,AU,1736277880
225,kotovo,50.3211,44.8012,0.72,75,100,7.71,RU,1736277881
226,kalix,65.853,23.1565,-12.41,87,100,6.8,SE,1736277622
227,mangaratiba,-22.9597,-44.0406,24.6,92,100,1.56,BR,1736277883
228,tutoia,-2.7619,-42.2744,28.13,74,79,5.21,BR,1736277884
229,vilhena,-12.7406,-60.1458,28.12,78,40,3.09,BR,1736277885
230,kapa'a,22.0752,-159.319,26.93,77,75,7.72,US,1736277886
231,arzamas,55.3949,43.8399,-1.19,97,100,3.86,RU,1736277887
232,vorgashor,67.5833,63.95,-17.49,97,100,4.19,RU,1736277889
233,taoudenni,22.6783,-3.9836,19.32,17,30,5.18,ML,1736277890
234,padang,-0.9492,100.3543,24.03,87,100,1.58,ID,1736277891
235,new norfolk,-42.7826,147.0587,9.84,95,0,1.19,AU,1736277892
236,rawai,7.7797,98.3253,26.31,81,0,4.39,TH,1736277893
237,suining,30.508,105.5733,7.77,90,100,3.52,CN,1736277894
238,nadym,65.5333,72.5167,-19.96,94,27,4.91,RU,1736277895
239,nadi,-17.8,177.4167,26.0,78,75,2.06,FJ,1736277897
240,guangyuan,32.442,105.823,6.15,52,100,0.48,CN,1736277898
241,madinat sittah uktubar,29.8167,31.05,14.95,59,0,4.97,EG,1736277899
242,karratha,-20.7377,116.8463,31.79,54,36,3.07,AU,1736277900
243,georgetown,5.4112,100.3354,25.97,83,20,2.57,MY,1736277642
244,i-n-salah,27.1935,2.4607,16.37,29,0,5.8,DZ,1736277902
245,al kharijah,25.4514,30.5464,15.24,53,17,3.52,EG,1736277903
246,palo santo,-25.5633,-59.3378,38.96,14,10,1.81,AR,1736277904
247,al mindak,20.1588,41.2834,11.43,76,0,0.57,SA,1736277905
248,xiva,41.3783,60.3639,-1.01,52,0,3.02,UZ,1736277907
249,high springs,29.8269,-82.5968,10.21,47,12,1.34,US,1736277908
250,ar raqqah,35.95,39.0167,9.89,55,0,1.88,SY,1736277909
251,aqadyr,48.2553,72.8483,-4.33,91,100,5.45,KZ,1736277910
252,el calafate,-50.3408,-72.2768,16.81,37,0,3.6,AR,1736277911
253,hobyo,5.3505,48.5268,24.59,76,16,7.66,SO,1736277912
254,utrik,11.2278,169.8474,26.71,77,100,9.59,MH,1736277913
255,funafuti,-8.5243,179.1942,28.0,83,75,2.57,TV,1736277914
256,vernon,50.2581,-119.2691,3.2,70,100,2.24,CA,1736277803
257,krasnovishersk,60.4078,57.082,-23.13,100,100,2.27,RU,1736277917
258,yangjiang,21.85,111.9667,14.6,77,66,1.79,CN,1736277918
259,murashi,59.3999,48.9615,-11.67,95,100,3.29,RU,1736277919
260,benghazi,32.1167,20.0667,16.65,64,16,5.31,LY,1736277920
261,okha,53.5739,142.9478,-3.34,86,100,8.76,RU,1736277778
262,beckley,37.7782,-81.1882,-6.41,87,100,5.14,US,1736277922
263,port said,31.2565,32.2841,17.62,56,99,5.74,EG,1736277924
264,lumding railway colony,25.749,93.17,13.5,93,1,0.94,IN,1736277925
265,cabo san lucas,22.8909,-109.9124,25.17,61,0,2.06,MX,1736277926
266,loango,-4.6719,11.8312,25.66,81,100,0.37,CG,1736277927
267,khandyga,62.6667,135.6,-36.95,100,100,0.28,RU,1736277929
268,leh,34.1667,77.5833,-23.26,71,34,2.86,IN,1736277823
269,constantia,44.1833,28.65,6.5,91,100,4.14,RO,1736277931
270,tangalle,6.024,80.7911,24.12,92,19,1.05,LK,1736277933
271,kedougou,12.5579,-12.1743,31.32,25,0,2.06,SN,1736277935
272,sao gabriel da cachoeira,-0.1303,-67.0892,32.89,62,40,2.06,BR,1736277653
273,sittwe,20.15,92.9,20.64,88,4,4.15,MM,1736277937
274,talnakh,69.4865,88.3972,-18.45,96,100,5.02,RU,1736277938
275,san luis de la loma,17.2706,-100.8939,29.74,52,100,2.84,MX,1736277939
276,jayapura,-2.5333,140.7,24.66,90,100,0.76,ID,1736277942
277,ta`u,-14.2336,-169.5144,27.76,79,99,11.81,AS,1736277943
278,longyearbyen,78.2186,15.6401,-13.09,78,20,3.6,SJ,1736277944
279,champerico,14.3,-91.9167,28.95,65,2,3.63,GT,1736277945
280,betio village,1.358,172.9211,26.93,77,95,6.63,KI,1736277946
281,jwaneng,-24.6004,24.7303,21.18,74,100,2.69,BW,1736277947
282,saint-macaire-en-mauges,47.1167,-1.0,7.85,1,100,2.3,FR,1736277948
283,balsas,-7.5325,-46.0356,28.42,71,100,2.28,BR,1736277925
284,iskateley,67.6803,53.1512,-22.36,100,92,3.3,RU,1736277950
285,fort mcmurray,56.7268,-111.381,-7.23,86,100,2.06,CA,1736277952
286,east london,-33.0153,27.9116,21.76,87,40,5.11,ZA,1736277954
287,lupane,-18.9315,27.807,18.84,96,52,1.92,ZW,1736277955
288,buka,40.8108,69.1986,1.02,100,100,2.11,UZ,1736277956
289,kristiansund,63.1115,7.732,-0.64,59,0,8.23,NO,1736277957
290,fisterra,42.9049,-9.2629,15.46,89,100,14.81,ES,1736277958
291,bologoye,57.8799,34.1068,0.38,99,100,2.15,RU,1736277960
292,muriae,-21.1306,-42.3664,25.95,85,100,0.3,BR,1736277804
293,caras,-9.0467,-77.8114,19.92,76,100,2.55,PE,1736277962
294,sorong,-0.8833,131.25,26.95,81,100,2.06,ID,1736277963
295,shingu,33.7333,135.9833,3.11,69,12,5.05,JP,1736277964
296,manicore,-5.8092,-61.3003,30.07,67,94,1.81,BR,1736277965
297,kodinsk,58.6881,99.1844,-15.14,95,100,1.64,RU,1736277966
298,las tablas,7.7667,-80.2833,29.28,72,99,5.33,PA,1736277967
299,luderitz,-26.6481,15.1594,18.34,71,0,10.83,NA,1736277969
300,la tour-de-peilz,46.4531,6.8586,7.57,77,100,2.86,CH,1736277970
301,lulea,65.5842,22.1547,-11.96,85,75,3.6,SE,1736277971
302,shimokizukuri,40.8061,140.3861,0.85,81,100,7.51,JP,1736277972
303,katrineholm,58.9959,16.2072,2.49,73,100,6.45,SE,1736277973
304,shuya,56.8487,41.3883,-2.18,97,100,3.17,RU,1736277974
305,verkh-chebula,56.0308,87.6218,-10.2,96,100,0.72,RU,1736277975
306,qusmuryn,52.4503,64.6311,-21.62,98,5,1.99,KZ,1736277976
307,abepura,-2.6333,140.5833,24.45,94,20,0.51,ID,1736277978
308,amos,48.5669,-78.1162,-15.84,91,100,5.62,CA,1736277979
309,haiku-pauwela,20.9219,-156.3051,25.02,82,75,7.72,US,1736277980
310,barra do bugres,-15.0725,-57.1811,29.58,69,98,2.54,BR,1736277981
311,sebastopol,44.6,33.5333,11.67,51,89,4.02,UA,1736277982
312,cromer,52.9312,1.2989,2.0,93,33,5.81,GB,1736277983
313,yung shue wan,22.2333,114.1167,17.01,72,14,8.25,HK,1736277984
314,katabu,-4.9333,122.5167,24.26,97,25,0.79,ID,1736277787
315,hedemora,60.2797,15.9886,1.61,97,100,3.58,SE,1736277986
316,kamiichi,36.7,137.3667,0.93,84,100,0.87,JP,1736277988
317,princeville,45.7668,-61.2985,-0.27,93,100,5.66,CA,1736277989
318,lao cai,22.4833,103.95,14.62,87,75,0.45,VN,1736277990
319,rezh,57.37,61.4043,-14.75,92,7,3.57,RU,1736277991
320,eastham,41.8301,-69.9739,-2.81,60,100,6.71,US,1736277981
321,kone,-21.0595,164.8658,21.13,78,33,1.48,NC,1736277993
322,kralendijk,12.15,-68.2667,29.99,66,40,6.17,BQ,1736277994
323,semera,11.501,41.201,23.89,51,0,4.16,ET,1736277996
324,polevskoy,56.4422,60.1878,-14.99,93,40,3.92,RU,1736277997
325,atafu village,-8.5421,-172.5159,28.25,73,100,8.82,TK,1736277998
326,zakamensk,50.3741,103.2863,-20.52,99,78,1.39,RU,1736277999
327,tual,-5.6667,132.75,28.16,76,100,2.71,ID,1736278000
328,milcovul,45.65,27.25,9.36,72,100,2.17,RO,1736278001
329,pimentel,-6.8367,-79.9342,26.16,61,0,10.8,PE,1736278002
330,santa ana,33.7456,-117.8678,19.46,42,75,8.75,US,1736277723
331,berezovo,63.9381,65.0419,-23.37,99,45,2.54,RU,1736278005
332,rovaniemi,66.5,25.7167,-18.33,84,0,7.72,FI,1736277895
333,rakops,-21.0167,24.3333,23.88,75,100,2.18,BW,1736278007
334,severo-yeniseyskiy,60.3725,93.0408,-17.36,100,99,0.88,RU,1736278008
335,berezovyy,51.6667,135.7,-16.17,97,100,1.72,RU,1736278009
336,hun,29.1268,15.9477,18.27,38,100,2.86,LY,1736278011
337,ulladulla,-35.35,150.4667,17.23,74,100,5.51,AU,1736278012
338,nuuk,64.1835,-51.7216,-4.66,68,20,6.17,GL,1736278015
339,marsabit,2.3284,37.9899,20.61,41,5,3.54,KE,1736278016
340,sao joao da barra,-21.6403,-41.0511,26.05,92,100,4.3,BR,1736278017
341,yuzhno-kurilsk,44.0306,145.8556,-2.81,79,83,8.59,RU,1736278018
342,papao,-17.75,-149.55,28.82,70,65,1.36,PF,1736278019
343,kavaratti,10.5669,72.642,27.29,65,5,2.66,IN,1736278020
344,warwick,41.7001,-71.4162,-2.06,50,75,8.75,US,1736278022
345,apolinario saravia,-24.4328,-63.9954,38.89,24,47,4.58,AR,1736278023
346,santa isabel,-23.3156,-46.2214,22.61,81,99,1.74,BR,1736278024
347,sao jose da coroa grande,-8.8978,-35.1478,28.02,59,78,4.54,BR,1736278025
348,gaiman,-43.2897,-65.4929,23.11,41,12,8.43,AR,1736277902
349,coruripe,-10.1256,-36.1756,28.02,58,61,5.68,BR,1736278027
350,mejit,10.2753,170.8646,27.09,74,100,9.9,MH,1736278028
351,toliara,-23.35,43.6667,27.52,79,0,2.87,MG,1736278029
352,sinsang-ni,39.6503,127.4058,-7.18,48,0,5.09,KP,1736278030
353,portage la prairie,49.9728,-98.2926,-16.95,66,75,2.06,CA,1736278032
354,maintirano,-18.0667,44.0167,28.31,70,4,0.97,MG,1736278033
355,fuerte olimpo,-21.0415,-57.8738,40.64,15,97,3.3,PY,1736278034
356,coronel dorrego,-38.7187,-61.2873,37.15,17,1,4.74,AR,1736278035
357,antofagasta,-23.65,-70.4,22.6,73,2,3.8,CL,1736277975
358,quthing,-30.4,27.7003,21.12,60,100,2.01,LS,1736277856
359,tralee,52.2704,-9.7026,1.53,84,89,1.61,IE,1736277747
360,chinde,26.8212,87.7095,12.79,71,0,2.62,NP,1736278041
361,canutama,-6.5339,-64.3831,28.35,82,94,1.21,BR,1736278042
362,leava,-14.3,-178.1667,26.65,90,100,11.58,WF,1736277882
363,acapulco de juarez,16.8634,-99.8901,28.9,65,75,3.09,MX,1736277962
364,mount pearl,47.5166,-52.7813,3.41,94,75,2.57,CA,1736278045
